tucaseid,split,cluster,health_score,year,sex,age,education,sequence_length,total_minutes,Sleep,TV/Screen,Exercise,Work (main),Work (other),Eating/Drinking,Grooming/Self-care,Housework,Food Prep,Home Maintenance,Childcare,Adult Care,Education,Shopping,Professional Services,Household Services,Civic/Government,Socializing (family),Socializing (friends),Leisure/Relaxing,Arts/Entertainment,Religious/Volunteer,Phone/Communication,Travel,Other
20061010061152,train,19,0.3848,2006,2,56,39,15,1440,0.0833,0.1146,0.0,0.0,0.0,0.0208,0.3632,0.0833,0.0222,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0208,0.0,0.0
20030806032643,train,19,0.3543,2003,1,59,39,26,1440,0.2708,0.0694,0.0,0.316,0.0,0.0868,0.0417,0.0069,0.0,0.1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1007,0.0
20060605061360,train,19,0.435,2006,2,65,43,19,1440,0.2257,0.1028,0.0,0.0,0.0,0.1042,0.0312,0.0417,0.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2451,0.0,0.0,0.0,0.0,0.0,0.0167,0.0
20090605091784,train,19,0.3808,2009,1,26,39,16,1440,0.2674,0.0,0.0,0.4618,0.0,0.0556,0.0417,0.0,0.0,0.125,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451,0.0
20121210121946,train,19,0.2247,2012,1,59,40,17,1440,0.2965,0.4861,0.0,0.0,0.0,0.0625,0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0764,0.0,0.0,0.0,0.0,0.0,0.0368,0.0
20170605171711,train,19,0.357,2017,2,49,43,22,1440,0.434,0.0625,0.0,0.0833,0.0,0.0625,0.0417,0.1458,0.0417,0.0,0.0,0.0,0.0,0.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382,0.0
20030112021646,train,19,0.7274,2003,1,47,39,10,1440,0.2083,0.0833,0.4965,0.0,0.0,0.0833,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
20210504211037,train,19,0.1469,2021,2,50,42,16,1440,0.1458,0.6903,0.0,0.0,0.0,0.0167,0.0,0.0,0.0014,0.0069,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0764,0.0,0.0,0.0,0.0,0.0208,0.0,0.0
20171009170988,train,19,0.2088,2017,2,80,43,11,1440,0.4167,0.4514,0.0,0.0,0.0,0.0556,0.0208,0.0,0.0139,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120212111786,train,19,0.226,2012,1,67,35,8,1440,0.2917,0.5521,0.0729,0.0,0.0,0.0208,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190112180829,train,19,0.1532,2019,2,85,39,19,1440,0.2222,0.5972,0.0,0.0,0.0,0.0312,0.0417,0.0,0.0104,0.0243,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0
20060403062081,train,19,0.222,2006,2,74,40,18,1440,0.4236,0.4236,0.0,0.0,0.0,0.0694,0.0,0.0,0.0139,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0208,0.0,0.0
20080707080966,train,19,0.1307,2008,2,74,34,12,1440,0.1667,0.6562,0.0,0.0,0.0,0.0035,0.0,0.0625,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20231211232215,train,19,0.3279,2023,1,80,34,12,1440,0.5625,0.1389,0.0,0.0,0.0,0.1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451,0.0
20220112212446,train,19,0.4761,2022,1,33,44,14,1440,0.2361,0.0,0.125,0.0,0.0,0.0417,0.0139,0.0208,0.0625,0.3403,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1389,0.0
20080605081698,train,19,0.308,2008,2,52,39,28,1440,0.1875,0.2326,0.0208,0.3542,0.0,0.0312,0.0417,0.0382,0.0278,0.0208,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.0
20210301211862,train,19,0.1215,2021,2,65,40,6,1440,0.2917,0.6806,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170101170952,train,19,0.1741,2017,1,20,39,17,1440,0.2917,0.5771,0.0,0.0,0.0208,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0347,0.0,0.0,0.0,0.0,0.0,0.0486,0.0014
20070503072372,train,19,0.357,2007,1,41,43,9,1440,0.2847,0.125,0.0312,0.4688,0.0,0.0729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0
20041110042207,train,19,0.6719,2004,1,63,39,9,1440,0.2917,0.0833,0.4236,0.0,0.0,0.0208,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0903
20051211050083,train,19,0.3808,2005,2,45,40,26,1440,0.191,0.0,0.0,0.0,0.0,0.125,0.0243,0.1146,0.0347,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.0625,0.0
20030201033576,train,19,0.3212,2003,1,53,39,18,1440,0.3125,0.1562,0.0,0.3611,0.0,0.0764,0.0208,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0
20210807211526,train,19,0.3117,2021,1,34,44,17,1440,0.416,0.1812,0.0,0.0,0.0,0.0278,0.0111,0.0437,0.0208,0.0007,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2569,0.0
20130403130823,train,19,0.398,2013,1,33,39,18,1440,0.316,0.0729,0.0278,0.3542,0.0,0.0729,0.0312,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0104,0.0417,0.0
20111009111541,train,19,0.3609,2011,1,45,39,20,1440,0.3903,0.2951,0.1007,0.0,0.0,0.059,0.0,0.0431,0.0312,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0319,0.0
20111210110835,train,19,0.4059,2011,2,44,40,14,1440,0.4375,0.1424,0.0,0.0,0.0,0.0556,0.0417,0.0,0.0104,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.2083,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
20100807100987,train,19,0.357,2010,2,66,41,21,1440,0.434,0.0625,0.0,0.316,0.0,0.0174,0.0208,0.0417,0.0035,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.0
20030605033366,train,19,0.7274,2003,1,19,36,14,1440,0.25,0.1285,0.4896,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0486,0.0
20100503102381,train,19,0.3808,2010,1,50,43,9,1440,0.3333,0.0,0.0,0.4931,0.0,0.0486,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0417
20060604062210,train,19,0.4205,2006,1,51,40,22,1440,0.3194,0.0,0.0417,0.3403,0.0,0.059,0.0,0.0,0.0,0.0139,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0694,0.0,0.0799,0.0556
20141110142236,train,19,0.5951,2014,1,54,39,7,1440,0.1597,0.0833,0.0,0.0,0.0,0.0,0.0972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6458,0.0,0.0,0.0,0.0,0.0,0.0139,0.0
20101109101959,train,19,0.3104,2010,2,59,39,15,1440,0.3229,0.2917,0.0,0.0,0.0,0.0,0.0,0.0417,0.1667,0.0007,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.1069,0.0,0.0,0.0,0.0,0.0,0.0486,0.0
20111009111487,train,19,0.2392,2011,2,79,39,20,1440,0.3021,0.4549,0.0417,0.0,0.0,0.0243,0.0417,0.0451,0.0,0.0208,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0
20230504231595,train,19,0.3014,2023,1,62,43,8,1440,0.1875,0.2083,0.0,0.5729,0.0,0.0208,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20130606130954,train,19,0.2868,2013,1,64,43,18,1440,0.2292,0.2465,0.0,0.0,0.0,0.0799,0.0139,0.0729,0.0347,0.2806,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0
20090303092487,train,19,0.4083,2009,1,30,39,28,1440,0.4583,0.125,0.0625,0.0,0.0,0.0035,0.059,0.0,0.0,0.0382,0.0306,0.0104,0.0,0.0139,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0014,0.1556,0.0
20240303241482,train,19,0.2776,2024,1,69,39,23,1440,0.2049,0.2986,0.0,0.0,0.0,0.059,0.0,0.0,0.1042,0.1632,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,0.0833,0.0521
20030606033412,train,19,0.4284,2003,1,80,44,19,1440,0.2882,0.0417,0.0833,0.0,0.0,0.0625,0.1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0
20050403052526,train,19,0.3366,2005,2,48,39,16,1440,0.3333,0.2132,0.0,0.2847,0.0,0.0104,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.0,0.0,0.0,0.0,0.0,0.0194,0.0
20240402240916,train,19,0.1651,2024,1,80,43,22,1440,0.125,0.6042,0.0,0.0,0.0,0.0694,0.0458,0.0,0.0,0.0,0.0312,0.0,0.0,0.0035,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0486,0.0,0.0653,0.0
20150805151728,train,19,0.349,2015,2,20,40,15,1440,0.3924,0.0833,0.0,0.3021,0.0,0.0417,0.0625,0.0,0.0,0.0,0.0,0.0014,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542,0.0
20110503111625,train,19,0.3596,2011,1,25,39,12,1440,0.2847,0.0556,0.0,0.5,0.0,0.0069,0.0208,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
20050605050099,train,19,0.1604,2005,1,48,39,28,1440,0.1667,0.5785,0.0,0.0,0.0,0.0451,0.0625,0.0312,0.0278,0.0417,0.0,0.0069,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.0014,0.0
20190908191756,train,19,0.2723,2019,2,80,43,23,1440,0.2292,0.3264,0.0,0.0,0.0,0.0799,0.0972,0.0,0.0347,0.1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0764,0.0,0.0
20070302071151,train,19,0.3808,2007,2,51,46,27,1440,0.191,0.0,0.0,0.5556,0.0,0.0104,0.0139,0.0382,0.0382,0.0625,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0
20070807070865,train,19,0.3279,2007,2,61,39,24,1440,0.375,0.1389,0.0,0.0,0.0,0.1042,0.0833,0.0417,0.0069,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.1146,0.0
20130908131784,train,19,0.2326,2013,1,58,40,17,1440,0.3229,0.3889,0.0,0.0,0.0,0.0417,0.0104,0.0,0.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.0,0.0069,0.0
20030112021764,train,19,0.2453,2003,1,25,39,22,1440,0.3785,0.3972,0.0,0.0,0.0,0.0208,0.0069,0.0125,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.1042,0.0,0.0278,0.0
20030302032836,train,19,0.3596,2003,1,66,44,20,1440,0.25,0.1389,0.0417,0.2917,0.0,0.0556,0.0278,0.0,0.0104,0.0417,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.1042
20220302221717,train,19,0.3371,2022,2,59,39,11,1440,0.4028,0.1146,0.0,0.3611,0.0,0.0347,0.0139,0.0,0.0208,0.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20240807241459,train,19,0.3808,2024,2,56,39,5,1440,0.5208,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20110503112004,train,19,0.3919,2011,1,56,42,22,1440,0.2361,0.0069,0.0,0.4208,0.0,0.0174,0.0347,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361,0.0,0.0,0.0,0.1639,0.0,0.0806,0.0
