tucaseid,split,cluster,health_score,year,sex,age,education,sequence_length,total_minutes,Sleep,TV/Screen,Exercise,Work (main),Work (other),Eating/Drinking,Grooming/Self-care,Housework,Food Prep,Home Maintenance,Childcare,Adult Care,Education,Shopping,Professional Services,Household Services,Civic/Government,Socializing (family),Socializing (friends),Leisure/Relaxing,Arts/Entertainment,Religious/Volunteer,Phone/Communication,Travel,Other
20121009120943,train,18,0.3468,2012,2,46,43,18,1440,0.3542,0.0833,0.0,0.0,0.0,0.1042,0.0833,0.0,0.0,0.0104,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.1146,0.0,0.0,0.0,0.0,0.0,0.2431,0.0
20230908232160,train,18,0.3151,2023,2,85,43,23,1440,0.3542,0.1354,0.0417,0.0,0.0,0.0417,0.0104,0.0604,0.0417,0.0486,0.0,0.0,0.0,0.0208,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.0,0.075,0.0
20061210062512,train,18,0.3019,2006,2,22,40,23,1440,0.3563,0.1667,0.0,0.0,0.0,0.0208,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.1229,0.0833,0.0,0.0,0.0799,0.0,0.0,0.0,0.0,0.0,0.1215,0.0
20180504180886,train,18,0.2003,2018,1,44,35,25,1440,0.4188,0.4306,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0035,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0764,0.0,0.0,0.0,0.0174,0.0007,0.0285,0.0
20060606060760,train,18,0.3521,2006,1,71,43,14,1440,0.2917,0.2049,0.125,0.0,0.0,0.0833,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1562,0.0,0.0,0.0,0.0,0.0556,0.0
20130303132032,train,18,0.3785,2013,1,44,43,19,1440,0.2222,0.0312,0.0521,0.4167,0.0,0.0208,0.0451,0.0,0.0,0.0,0.0,0.0,0.0,0.1146,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0069,0.0,0.0486,0.0
20090201090684,train,18,0.2924,2009,2,53,43,27,1440,0.3854,0.1118,0.0,0.0417,0.0,0.1354,0.0451,0.0,0.0,0.0486,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0312,0.0451,0.0444,0.0
20070604070640,train,18,0.4075,2007,1,34,36,16,1440,0.3542,0.0625,0.0,0.0,0.0,0.0625,0.0521,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535,0.0,0.0,0.0,0.0,0.0,0.0486,0.0
20040707040128,train,18,0.4608,2004,1,45,39,17,1440,0.1229,0.1667,0.0833,0.0,0.0,0.0,0.0139,0.0,0.0,0.2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3312,0.0,0.0,0.0,0.0,0.0,0.0181,0.0
20080605080858,train,18,0.2966,2008,1,70,32,11,1440,0.3958,0.2326,0.0,0.0,0.0,0.1528,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1319,0.0,0.0,0.0,0.0,0.0625,0.0139,0.0
20220112210849,train,18,0.422,2022,2,72,40,20,1440,0.3438,0.0,0.0312,0.0,0.0,0.0208,0.3194,0.0104,0.0,0.0208,0.0,0.0,0.0,0.0139,0.0208,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0521,0.0
