tucaseid,split,cluster,health_score,year,sex,age,education,sequence_length,total_minutes,Sleep,TV/Screen,Exercise,Work (main),Work (other),Eating/Drinking,Grooming/Self-care,Housework,Food Prep,Home Maintenance,Childcare,Adult Care,Education,Shopping,Professional Services,Household Services,Civic/Government,Socializing (family),Socializing (friends),Leisure/Relaxing,Arts/Entertainment,Religious/Volunteer,Phone/Communication,Travel,Other
20210605210654,train,8,0.4948,2021,1,60,43,31,1440,0.3542,0.0312,0.0,0.3049,0.0,0.0278,0.0347,0.0,0.0312,0.0556,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0382,0.0,0.0,0.0,0.0,0.0,0.1111,0.0
20241211240789,train,8,0.4631,2024,2,68,44,31,1440,0.3333,0.1382,0.0417,0.0,0.0,0.0528,0.0174,0.0,0.141,0.0312,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0174,0.0833,0.0,0.0,0.0208,0.0,0.0465,0.0625
20051009051049,train,8,0.4061,2005,2,53,43,31,1440,0.2882,0.1458,0.0,0.0,0.2625,0.0278,0.0382,0.0,0.0,0.1493,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0389,0.0
20170707171191,train,8,0.3611,2017,2,76,40,29,1440,0.3229,0.2222,0.0,0.0,0.0,0.0625,0.0382,0.0312,0.0,0.125,0.0,0.0,0.0,0.0729,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0417,0.0417,0.0
20050201051593,train,8,0.4923,2005,1,56,43,31,1440,0.3715,0.1181,0.0382,0.1076,0.0,0.0556,0.0403,0.0,0.0035,0.0,0.0,0.066,0.0,0.0035,0.0,0.0,0.0,0.0451,0.0,0.0,0.0,0.1097,0.0,0.041,0.0
20201110200566,train,8,0.4076,2020,2,35,39,30,1440,0.4076,0.2333,0.0312,0.0,0.0,0.0417,0.0243,0.0069,0.0,0.0,0.0208,0.0042,0.0,0.0021,0.0,0.0,0.0,0.0347,0.0,0.0,0.0,0.1181,0.0208,0.0542,0.0
20121110122252,train,8,0.4255,2012,2,80,40,33,1440,0.3403,0.0903,0.0,0.0,0.0,0.0104,0.0556,0.0208,0.0417,0.0,0.0,0.0833,0.0,0.1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0938,0.1042
20090909091472,train,8,0.3472,2009,1,70,44,29,1440,0.5069,0.2,0.0,0.0,0.0,0.0556,0.0083,0.0,0.0,0.0,0.0,0.0139,0.0,0.0451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0208,0.0625,0.0625
20221211221117,train,8,0.4785,2022,2,32,43,29,1440,0.2708,0.0417,0.0,0.3493,0.0,0.0625,0.0729,0.0,0.0,0.0347,0.0257,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0,0.0569,0.0312
20080807081287,train,8,0.3452,2008,1,17,36,33,1440,0.3333,0.3868,0.0868,0.0,0.0,0.0326,0.0139,0.0,0.0,0.0035,0.0,0.0069,0.0,0.0382,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0014,0.0861,0.0
20141008141585,train,8,0.6682,2014,1,44,44,31,1440,0.2812,0.0278,0.0243,0.0625,0.0139,0.1146,0.0139,0.0,0.0139,0.0556,0.0347,0.0,0.0,0.0104,0.0,0.0,0.0,0.1944,0.0,0.0,0.0,0.0,0.0,0.0799,0.0729
20151010150008,train,8,0.2749,2015,2,65,39,22,1440,0.5861,0.3118,0.0,0.0,0.0,0.0417,0.0014,0.0,0.0,0.0,0.0,0.0035,0.0,0.0208,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0243,0.0
20150201150514,train,8,0.4794,2015,2,72,43,31,1440,0.459,0.0729,0.0,0.0,0.0,0.0833,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0583,0.05,0.0,0.0,0.0708,0.0243,0.1014,0.0
20090303090739,train,8,0.3586,2009,1,57,39,29,1440,0.3194,0.2361,0.0,0.0,0.0,0.0764,0.0278,0.0208,0.0014,0.009,0.0521,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0694,0.0
20040302041125,train,8,0.5532,2004,2,48,39,29,1440,0.3229,0.0743,0.0451,0.0,0.0,0.0764,0.1007,0.109,0.066,0.0833,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0729,0.0,0.0,0.0,0.0,0.0,0.0076,0.0
20030302032693,train,8,0.4676,2003,1,32,43,18,1440,0.5417,0.125,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0208,0.0,0.0312,0.0,0.0,0.0208,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0729,0.0
20090605091881,train,8,0.47,2009,2,56,44,30,1440,0.3681,0.0278,0.0,0.1639,0.0,0.0174,0.0486,0.0,0.0243,0.0104,0.0,0.0083,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.1007,0.1868
