tucaseid,split,cluster,health_score,year,sex,age,education,sequence_length,total_minutes,Sleep,TV/Screen,Exercise,Work (main),Work (other),Eating/Drinking,Grooming/Self-care,Housework,Food Prep,Home Maintenance,Childcare,Adult Care,Education,Shopping,Professional Services,Household Services,Civic/Government,Socializing (family),Socializing (friends),Leisure/Relaxing,Arts/Entertainment,Religious/Volunteer,Phone/Communication,Travel,Other
20090909091937,train,13,0.2593,2009,1,17,37,19,1440,0.4569,0.2812,0.0,0.0,0.0,0.0035,0.0208,0.0,0.0,0.0069,0.0,0.0,0.1896,0.0,0.0,0.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0,0.0097,0.0
20070706070661,train,13,0.2698,2007,1,16,35,21,1440,0.3542,0.234,0.0,0.0,0.0,0.0014,0.0139,0.0,0.0,0.0,0.0,0.0014,0.2458,0.0,0.0,0.0,0.0,0.0,0.1042,0.0,0.0,0.0,0.0042,0.041,0.0
20140201140578,train,13,0.4239,2014,1,19,39,11,1440,0.5833,0.0,0.0,0.0,0.0,0.0104,0.0312,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2083,0.0
20071009072367,train,13,0.3484,2007,1,15,35,21,1440,0.3472,0.1146,0.0,0.0,0.0,0.0521,0.0312,0.0,0.0417,0.0486,0.0,0.0,0.2743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0903,0.0
20220212211678,train,13,0.2936,2022,2,51,39,12,1440,0.3958,0.2604,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0729,0.0,0.0
20120908122429,train,13,0.465,2012,2,17,36,16,1440,0.4583,0.0625,0.0,0.1979,0.0,0.0347,0.0382,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0208,0.0
20191009191725,train,13,0.4307,2019,1,16,36,12,1440,0.3333,0.1146,0.0,0.0,0.0,0.0035,0.0014,0.0,0.0,0.0,0.0,0.0,0.2972,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0833,0.0417,0.0
20241110241506,train,13,0.3416,2024,2,28,43,17,1440,0.5069,0.125,0.0,0.0,0.0,0.0625,0.0799,0.0,0.0486,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0694
20031211032219,train,13,0.4925,2003,2,16,35,19,1440,0.3542,0.0,0.0417,0.0,0.0,0.0035,0.0729,0.0,0.0,0.0,0.0,0.0208,0.466,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0007,0.0194,0.0
20030212022601,train,13,0.2958,2003,2,15,34,15,1440,0.2917,0.1944,0.0,0.0,0.0,0.059,0.0347,0.0,0.0,0.125,0.0,0.0,0.2882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0
20200907200154,train,13,0.4239,2020,2,15,36,13,1440,0.3681,0.0,0.0,0.0,0.0,0.0347,0.0208,0.0,0.0,0.0,0.0,0.0,0.5451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.0,0.0
20141110140099,train,13,0.5121,2014,1,16,36,16,1440,0.25,0.125,0.0,0.0,0.0,0.0625,0.0139,0.0,0.0,0.0,0.0,0.0,0.2569,0.0,0.0,0.0,0.0,0.259,0.0,0.0,0.0,0.0,0.0,0.0326,0.0
20100402101374,train,13,0.5336,2010,1,18,37,19,1440,0.4167,0.1375,0.1458,0.0,0.0,0.0007,0.0208,0.0,0.0,0.0069,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0368,0.0
20070302071589,train,13,0.593,2007,2,15,35,10,1440,0.375,0.0,0.0417,0.0,0.0,0.0208,0.0208,0.0,0.0,0.0,0.0,0.0,0.3625,0.0,0.0,0.0,0.0,0.1736,0.0,0.0,0.0,0.0,0.0,0.0056,0.0
20200908200305,train,13,0.5725,2020,1,21,42,22,1440,0.3563,0.0451,0.0833,0.0,0.0,0.0486,0.0417,0.0,0.0,0.0,0.0,0.0,0.2083,0.059,0.0,0.0,0.0,0.1042,0.0,0.0,0.0,0.0,0.0,0.0535,0.0
20080301082182,train,13,0.5748,2008,1,17,36,13,1440,0.5604,0.1042,0.1667,0.0,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,0.0
20110908111686,train,13,0.3827,2011,2,66,39,17,1440,0.625,0.0625,0.0,0.0,0.0,0.0833,0.0208,0.0,0.0,0.0104,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0069,0.0243,0.0
20070402072172,train,13,0.2981,2007,1,18,37,23,1440,0.291,0.2014,0.0,0.0,0.0,0.0521,0.0389,0.0,0.0,0.0,0.0,0.0,0.3021,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0417,0.0417,0.0208
20180503181301,train,13,0.3539,2018,1,15,36,17,1440,0.3715,0.1271,0.0,0.0,0.0,0.0278,0.0382,0.0,0.0035,0.0,0.0,0.0,0.4028,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0083,0.0
20111210111740,train,13,0.4239,2011,2,56,33,22,1440,0.3924,0.0208,0.0,0.0,0.0,0.0521,0.0951,0.134,0.0972,0.0,0.0208,0.0,0.0833,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0417,0.0
20100101101996,train,13,0.3827,2010,1,40,39,13,1440,0.3229,0.0625,0.0,0.0,0.0,0.0556,0.0,0.0,0.0625,0.0,0.0,0.2083,0.2674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0
20161110161328,train,13,0.4239,2016,1,23,40,15,1440,0.4271,0.0833,0.0417,0.0,0.0,0.066,0.0,0.0833,0.0312,0.0,0.0,0.0,0.1875,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0
20170504170683,train,13,0.6296,2017,2,20,40,13,1440,0.2278,0.0,0.0833,0.0,0.0,0.0139,0.1597,0.0,0.0,0.0,0.0,0.0,0.2292,0.0,0.0,0.0,0.0,0.1458,0.0,0.0,0.0,0.0,0.0,0.1403,0.0
20081009082116,train,13,0.545,2008,2,38,44,22,1440,0.4097,0.0764,0.0,0.0,0.0,0.0347,0.0069,0.0139,0.0139,0.0035,0.2604,0.0,0.1111,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0
20151211151987,train,13,0.3827,2015,2,27,44,24,1440,0.4167,0.0833,0.0,0.0,0.0076,0.0486,0.0417,0.009,0.0764,0.0306,0.0,0.0,0.2653,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20111009112424,train,13,0.2455,2011,1,20,40,10,1440,0.375,0.3958,0.0625,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20080302080623,train,13,0.1449,2008,1,53,43,16,1440,0.2917,0.4236,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0764,0.0,0.0,0.1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0
20140403141701,train,13,0.4102,2014,2,15,35,14,1440,0.4583,0.1042,0.0417,0.0,0.0,0.0417,0.0278,0.0417,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.0
20211110211564,train,13,0.3576,2021,2,16,36,17,1440,0.3958,0.1007,0.0,0.0,0.0,0.0208,0.0472,0.0,0.0,0.0,0.0,0.0,0.3833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0
20100707101907,train,13,0.4408,2010,2,39,40,28,1440,0.3333,0.0021,0.0,0.3333,0.0,0.0069,0.0243,0.0,0.0035,0.0153,0.0,0.0,0.0833,0.0104,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,0.0597,0.1,0.0
20061009061925,train,13,0.3759,2006,2,17,37,19,1440,0.4819,0.0868,0.0,0.0,0.0,0.0069,0.0347,0.0,0.0035,0.084,0.0,0.0,0.2569,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0312,0.0
20051009051787,train,13,0.3141,2005,2,44,43,13,1440,0.3576,0.1667,0.0,0.2917,0.0,0.0312,0.0208,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0
20040606041929,train,13,0.4376,2004,1,25,43,23,1440,0.3958,0.0208,0.0,0.0139,0.0,0.0069,0.0104,0.0,0.0139,0.0118,0.0,0.0,0.4326,0.0,0.0,0.0104,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0417,0.0
20110201111879,train,13,0.2762,2011,1,23,43,24,1440,0.2743,0.2243,0.0,0.0,0.0,0.0,0.0535,0.0,0.0,0.0,0.0,0.0729,0.2951,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0486,0.0
20110807110619,train,13,0.6091,2011,2,59,34,13,1440,0.2674,0.0,0.0,0.0,0.0,0.0208,0.1597,0.0625,0.0,0.0,0.0,0.0,0.1042,0.0,0.0,0.0,0.0,0.2812,0.0,0.0,0.0,0.0,0.0,0.1042,0.0
20111210110144,train,13,0.2547,2011,1,25,39,14,1440,0.25,0.2569,0.0,0.0,0.0,0.0069,0.0417,0.0,0.0,0.0208,0.0,0.0,0.2465,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0764
20150302151515,train,13,0.3736,2015,2,60,44,14,1440,0.4375,0.2431,0.0833,0.0,0.0,0.0417,0.0,0.0417,0.0486,0.0208,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20130807132407,train,13,0.6982,2013,2,23,43,16,1440,0.1458,0.0417,0.0625,0.0,0.0,0.0417,0.1042,0.0,0.0,0.0,0.0,0.0,0.2014,0.0417,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0278,0.0
20111009111985,train,13,0.4239,2011,2,50,40,5,1440,0.5417,0.0,0.0,0.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20110302112332,train,13,0.5199,2011,1,18,39,20,1440,0.2639,0.0,0.0625,0.2604,0.0,0.0764,0.0903,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.1042,0.0799
20120112112278,train,13,0.4239,2012,2,25,44,7,1440,0.625,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0208,0.0,0.0,0.0,0.3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150505150859,train,13,0.5876,2015,2,41,42,25,1440,0.3542,0.0208,0.0938,0.0,0.0,0.0,0.0417,0.0868,0.0,0.0035,0.0,0.0,0.1354,0.0729,0.0,0.0,0.0,0.0819,0.0,0.0,0.0139,0.0,0.0,0.0951,0.0
20171211171327,train,13,0.5313,2017,1,16,35,15,1440,0.3889,0.0417,0.0972,0.0,0.0,0.0417,0.0069,0.0,0.0035,0.0521,0.0,0.0,0.316,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0417,0.0
20180112171488,train,13,0.353,2018,1,24,43,17,1440,0.3542,0.1076,0.0,0.0,0.0,0.0583,0.0139,0.0,0.0139,0.0,0.0,0.0,0.4306,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0
20170201171747,train,13,0.4719,2017,2,15,37,28,1440,0.3937,0.0,0.0208,0.0,0.0,0.0771,0.0799,0.0,0.0,0.0,0.0,0.0,0.2743,0.0,0.0417,0.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0083,0.0417,0.0312
20121009121808,train,13,0.5336,2012,1,16,36,15,1440,0.3472,0.0139,0.0903,0.1236,0.0,0.0361,0.0222,0.0,0.0,0.0,0.0,0.0,0.3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646,0.0
20030403033637,train,13,0.273,2003,2,18,37,13,1440,0.5417,0.2292,0.0,0.0,0.0,0.0208,0.0417,0.0,0.0,0.0,0.0,0.0014,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1062,0.0
20151210151945,train,13,0.3224,2015,1,15,35,21,1440,0.4361,0.1715,0.0,0.0,0.0,0.0139,0.0153,0.0139,0.0,0.0,0.0174,0.0,0.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292,0.0
20130605130802,train,13,0.4627,2013,2,49,43,13,1440,0.3715,0.1215,0.0,0.0,0.0,0.0139,0.0,0.0,0.0104,0.0278,0.0,0.0,0.2535,0.0,0.0,0.0,0.0,0.1806,0.0,0.0,0.0,0.0,0.0,0.0208,0.0
20030706031815,train,13,0.2821,2003,2,15,36,14,1440,0.5382,0.2604,0.0,0.0,0.0,0.0278,0.0451,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200201200303,train,13,0.3964,2020,2,16,36,14,1440,0.4132,0.0417,0.0,0.0,0.0,0.0243,0.0104,0.0417,0.0208,0.0069,0.0,0.0,0.4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0
20071211071906,train,13,0.4371,2007,2,49,39,16,1440,0.4424,0.1097,0.0,0.0,0.0,0.0104,0.0,0.0,0.0312,0.0,0.0,0.0,0.25,0.0,0.0014,0.0,0.0,0.1299,0.0,0.0,0.0,0.0,0.0,0.025,0.0
20150403151652,train,13,0.4102,2015,2,30,42,20,1440,0.2708,0.0208,0.0,0.0,0.0,0.0312,0.0521,0.0,0.0312,0.0,0.0,0.0,0.5312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
20130302131562,train,13,0.3073,2013,1,15,35,18,1440,0.3174,0.2049,0.0104,0.0,0.0,0.0938,0.0104,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0785,0.0
20110301110678,train,13,0.3123,2011,2,15,35,27,1440,0.25,0.1951,0.0,0.0,0.0,0.0535,0.0104,0.0,0.0,0.0,0.0014,0.0,0.3028,0.0208,0.0,0.0,0.0,0.0243,0.0,0.0,0.0,0.0556,0.0,0.0854,0.0007
20100201101425,train,13,0.2273,2010,1,21,40,14,1440,0.4722,0.2986,0.0,0.0,0.0,0.0486,0.0347,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208
20161211160881,train,13,0.374,2016,1,17,35,24,1440,0.359,0.0931,0.0,0.0,0.0,0.1306,0.0208,0.0,0.0,0.0312,0.0,0.0021,0.3076,0.0069,0.0,0.0,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0312,0.0
20091110090997,train,13,0.4239,2009,1,18,37,10,1440,0.6319,0.0,0.0,0.0833,0.0,0.0278,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0
20130112121603,train,13,0.5565,2013,1,16,35,9,1440,0.4861,0.0,0.1007,0.0,0.0,0.0208,0.0139,0.0,0.0,0.0,0.0,0.0,0.3715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0
20110908111127,train,13,0.6054,2011,1,19,39,14,1440,0.4375,0.0535,0.1646,0.0,0.0,0.0174,0.0278,0.0,0.0,0.0,0.0,0.0,0.1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.0,0.0375,0.0
20121110121751,train,13,0.465,2012,1,32,40,11,1440,0.3542,0.0,0.0,0.3542,0.0,0.0208,0.0104,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0729,0.0
20110301110090,train,13,0.3585,2011,2,37,43,17,1440,0.375,0.1007,0.0,0.0,0.0,0.0312,0.0,0.0,0.0312,0.0035,0.0014,0.0,0.4153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0
20101009102155,train,13,0.417,2010,2,26,41,14,1440,0.2708,0.0104,0.0,0.3333,0.0,0.0521,0.0208,0.0,0.0,0.0,0.0,0.0,0.2917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0
20080201082323,train,13,0.3827,2008,1,37,43,12,1440,0.3611,0.0625,0.0,0.3646,0.0,0.0208,0.0312,0.0,0.0,0.0069,0.0,0.0,0.1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0
20110604111190,train,13,0.2455,2011,2,18,37,11,1440,0.4167,0.2708,0.0,0.1667,0.0,0.0104,0.0521,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0
20080908082157,train,13,0.5199,2008,1,16,34,28,1440,0.2396,0.0764,0.0938,0.0,0.0,0.0486,0.0208,0.0,0.0,0.0069,0.0035,0.0,0.3819,0.0035,0.0,0.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0833,0.0104,0.0
20200807200089,train,13,0.2318,2020,1,23,40,11,1440,0.5625,0.2917,0.0,0.0,0.0,0.0417,0.0208,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20111210111978,train,13,0.4399,2011,1,18,37,20,1440,0.3333,0.1424,0.0833,0.0,0.0,0.059,0.0417,0.0,0.0,0.0,0.0,0.0007,0.3208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0
20091009092042,train,13,0.3439,2009,1,54,43,12,1440,0.4132,0.1215,0.0,0.0,0.0,0.0243,0.0208,0.0,0.0,0.0,0.0,0.0,0.2882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.0278,0.0
20100908101631,train,13,0.369,2010,2,43,44,9,1440,0.3333,0.0833,0.0,0.0,0.0,0.0208,0.0,0.0208,0.0278,0.0,0.0,0.0,0.5139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20131110132470,train,13,0.369,2013,1,20,40,19,1440,0.2917,0.1042,0.0,0.0,0.0,0.0278,0.0278,0.0,0.0,0.0,0.0,0.0,0.2535,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.1042,0.0833,0.0868,0.0
20130403132208,train,13,0.3964,2013,2,17,37,21,1440,0.3292,0.0417,0.0,0.0,0.0,0.0208,0.0833,0.0451,0.0625,0.0,0.0,0.0,0.3333,0.0104,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0437,0.0,0.0264,0.0
20140504141826,train,13,0.5245,2014,2,17,37,17,1440,0.4375,0.0,0.0347,0.1667,0.0,0.0451,0.0417,0.0,0.0,0.0,0.0,0.0,0.0625,0.0208,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0243,0.0764,0.0069
20180806182397,train,13,0.3301,2018,2,19,40,26,1440,0.316,0.1806,0.0,0.1875,0.0,0.0139,0.0451,0.0208,0.0139,0.0,0.0,0.0417,0.0729,0.0069,0.0,0.0,0.0,0.0382,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
20160403161138,train,13,0.4102,2016,2,51,44,24,1440,0.3326,0.0625,0.0,0.3333,0.0,0.0104,0.0333,0.0208,0.0312,0.0,0.0417,0.0,0.0625,0.0139,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0
20100908100919,train,13,0.7513,2010,1,27,40,25,1440,0.2708,0.0,0.2417,0.0,0.0,0.0069,0.0417,0.05,0.0139,0.0,0.0139,0.0,0.2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.1493,0.0
20180301181183,train,13,0.2067,2018,2,17,36,16,1440,0.1458,0.3299,0.0,0.0,0.0,0.0382,0.0382,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0
20061111062360,train,13,0.4147,2006,2,44,39,16,1440,0.434,0.0139,0.0,0.0,0.0,0.125,0.0417,0.0556,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0278,0.0208,0.0625
20210101210247,train,13,0.3987,2021,1,20,39,13,1440,0.3958,0.0382,0.0,0.0,0.0,0.0382,0.0069,0.0208,0.0243,0.0,0.0,0.0,0.4757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20151211150554,train,13,0.337,2015,2,16,36,23,1440,0.3333,0.1562,0.0,0.0,0.0,0.0521,0.0417,0.0,0.0,0.0,0.0,0.0,0.3021,0.0,0.0,0.0,0.0,0.0243,0.0,0.0,0.0,0.0,0.0417,0.0486,0.0
20050503051962,train,13,0.2112,2005,2,33,40,17,1440,0.3542,0.3229,0.0,0.0,0.0,0.0833,0.0729,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0417,0.0
20031009030717,train,13,0.2273,2003,1,21,39,17,1440,0.3958,0.2986,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0208,0.0,0.0,0.1875,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0
20130101131999,train,13,0.2913,2013,1,15,34,14,1440,0.3333,0.2153,0.0,0.0,0.0,0.0625,0.0417,0.0,0.0,0.0,0.0,0.0,0.3264,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,0.0,0.0,0.0069,0.0
20240908240270,train,13,0.369,2024,1,24,40,9,1440,0.4931,0.0833,0.0,0.0,0.0,0.0312,0.0,0.0,0.0174,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20060201062471,train,13,0.2318,2006,1,25,39,13,1440,0.4167,0.2917,0.0,0.0,0.0,0.0729,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0868,0.0,0.0486,0.0
20220402221163,train,13,0.3973,2022,2,17,36,23,1440,0.3611,0.0417,0.0,0.0,0.0,0.0417,0.0556,0.0,0.0,0.0,0.0014,0.0,0.4042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0528,0.0
